118,1. White,0. Not Religious,15,2. High School,8. 50-54,7. Extremely Conservative
119,1. White,0. Not Religious,7,,3. 25-29,
120,1. White,1. Religious,9,5. Graduate Degree,11. 65-69,6. Conservative
121,1. White,1. Religious,17,3. Some College,13. 75+,
122,1. White,0. Not Religious,11,4. Bachelor's,13. 75+,
123,3. Hispanic,1. Religious,3,1. Less than H.S,12. 70-74,2. Liberal
124,1. White,1. Religious,15,2. High School,10. 60-64,2. Liberal
125,1. White,0. Not Religious,7,2. High School,12. 70-74,7. Extremely Conservative
126,1. White,0. Not Religious,12,4. Bachelor's,13. 75+,
127,1. White,1. Religious,3,3. Some College,8. 50-54,5. Slightly Conservative
128,4. Other,0. Not Religious,12,2. High School,8. 50-54,4. Moderate
129,3. Hispanic,1. Religious,11,2. High School,2. 21-24,
130,1. White,0. Not Religious,11,3. Some College,4. 30-34,3. Slightly Liberal
131,1. White,1. Religious,20,5. Graduate Degree,13. 75+,2. Liberal
132,1. White,1. Religious,17,3. Some College,6. 40-44,3. Slightly Liberal
133,3. Hispanic,1. Religious,18,4. Bachelor's,7. 45-49,3. Slightly Liberal
134,4. Other,1. Religious,14,3. Some College,1. 17-20,4. Moderate
135,1. White,1. Religious,,4. Bachelor's,6. 40-44,4. Moderate
136,1. White,1. Religious,11,3. Some College,5. 35-39,
137,1. White,1. Religious,9,2. High School,13. 75+,7. Extremely Conservative
138,2. Black,1. Religious,5,1. Less than H.S,3. 25-29,
139,2. Black,1. Religious,12,3. Some College,6. 40-44,2. Liberal
140,4. Other,1. Religious,25,3. Some College,6. 40-44,5. Slightly Conservative
141,1. White,0. Not Religious,22,2. High School,4. 30-34,4. Moderate
142,1. White,1. Religious,22,4. Bachelor's,9. 55-59,4. Moderate
143,1. White,1. Religious,14,2. High School,5. 35-39,5. Slightly Conservative
144,1. White,1. Religious,15,4. Bachelor's,5. 35-39,4. Moderate
145,1. White,1. Religious,16,3. Some College,6. 40-44,3. Slightly Liberal
146,2. Black,1. Religious,18,4. Bachelor's,9. 55-59,5. Slightly Conservative
147,3. Hispanic,1. Religious,22,3. Some College,8. 50-54,
148,2. Black,1. Religious,10,3. Some College,3. 25-29,2. Liberal
149,4. Other,1. Religious,14,3. Some College,4. 30-34,4. Moderate
150,2. Black,1. Religious,6,4. Bachelor's,5. 35-39,2. Liberal
151,3. Hispanic,1. Religious,15,1. Less than H.S,7. 45-49,4. Moderate
152,1. White,1. Religious,14,3. Some College,4. 30-34,4. Moderate
153,1. White,1. Religious,13,4. Bachelor's,4. 30-34,6. Conservative
154,1. White,1. Religious,1,1. Less than H.S,9. 55-59,4. Moderate
155,1. White,0. Not Religious,3,2. High School,10. 60-64,5. Slightly Conservative
156,1. White,1. Religious,1,1. Less than H.S,10. 60-64,6. Conservative
157,1. White,1. Religious,7,3. Some College,8. 50-54,1. Extremely Liberal
158,1. White,1. Religious,,1. Less than H.S,3. 25-29,
159,1. White,0. Not Religious,19,3. Some College,12. 70-74,4. Moderate
160,1. White,1. Religious,11,1. Less than H.S,6. 40-44,4. Moderate
161,1. White,0. Not Religious,21,2. High School,4. 30-34,
162,1. White,1. Religious,,2. High School,12. 70-74,4. Moderate
163,1. White,1. Religious,,4. Bachelor's,3. 25-29,4. Moderate
164,3. Hispanic,1. Religious,3,1. Less than H.S,7. 45-49,6. Conservative
165,1. White,1. Religious,20,3. Some College,4. 30-34,4. Moderate
166,1. White,1. Religious,12,4. Bachelor's,11. 65-69,6. Conservative
167,4. Other,1. Religious,3,2. High School,2. 21-24,
168,1. White,0. Not Religious,26,4. Bachelor's,5. 35-39,3. Slightly Liberal
169,1. White,0. Not Religious,25,2. High School,6. 40-44,2. Liberal
170,4. Other,0. Not Religious,11,1. Less than H.S,1. 17-20,
171,1. White,1. Religious,11,4. Bachelor's,13. 75+,6. Conservative
172,1. White,0. Not Religious,28,4. Bachelor's,,4. Moderate
173,1. White,1. Religious,12,4. Bachelor's,12. 70-74,6. Conservative
174,1. White,1. Religious,28,5. Graduate Degree,9. 55-59,5. Slightly Conservative
175,1. White,1. Religious,27,3. Some College,9. 55-59,5. Slightly Conservative
176,1. White,0. Not Religious,23,3. Some College,10. 60-64,
177,1. White,0. Not Religious,25,3. Some College,2. 21-24,2. Liberal
178,1. White,1. Religious,12,2. High School,1. 17-20,3. Slightly Liberal
179,1. White,1. Religious,20,4. Bachelor's,8. 50-54,4. Moderate
180,1. White,1. Religious,11,4. Bachelor's,13. 75+,3. Slightly Liberal
181,1. White,0. Not Religious,26,4. Bachelor's,9. 55-59,6. Conservative
182,4. Other,1. Religious,12,2. High School,1. 17-20,
183,1. White,1. Religious,22,2. High School,6. 40-44,4. Moderate
184,1. White,0. Not Religious,23,3. Some College,8. 50-54,6. Conservative
185,1. White,0. Not Religious,23,2. High School,8. 50-54,
186,1. White,1. Religious,1,4. Bachelor's,9. 55-59,2. Liberal
187,1. White,1. Religious,16,2. High School,11. 65-69,
188,1. White,0. Not Religious,22,4. Bachelor's,8. 50-54,6. Conservative
189,1. White,0. Not Religious,27,2. High School,6. 40-44,
190,1. White,0. Not Religious,9,2. High School,10. 60-64,3. Slightly Liberal
191,1. White,1. Religious,21,3. Some College,7. 45-49,4. Moderate
192,1. White,1. Religious,13,4. Bachelor's,4. 30-34,4. Moderate
193,1. White,1. Religious,17,3. Some College,4. 30-34,
194,1. White,1. Religious,10,2. High School,9. 55-59,
195,1. White,0. Not Religious,21,3. Some College,5. 35-39,
196,3. Hispanic,1. Religious,4,1. Less than H.S,3. 25-29,
197,1. White,0. Not Religious,2,3. Some College,2. 21-24,
198,2. Black,1. Religious,15,3. Some College,5. 35-39,
199,1. White,0. Not Religious,19,5. Graduate Degree,8. 50-54,
200,1. White,0. Not Religious,3,4. Bachelor's,2. 21-24,5. Slightly Conservative
201,1. White,1. Religious,19,5. Graduate Degree,4. 30-34,5. Slightly Conservative
202,3. Hispanic,1. Religious,1,3. Some College,8. 50-54,1. Extremely Liberal
203,2. Black,1. Religious,1,1. Less than H.S,2. 21-24,
204,1. White,1. Religious,4,3. Some College,2. 21-24,
205,1. White,1. Religious,1,2. High School,6. 40-44,
206,1. White,0. Not Religious,3,3. Some College,2. 21-24,1. Extremely Liberal
207,1. White,0. Not Religious,1,4. Bachelor's,3. 25-29,4. Moderate
208,1. White,0. Not Religious,1,3. Some College,2. 21-24,3. Slightly Liberal
209,1. White,1. Religious,7,5. Graduate Degree,3. 25-29,5. Slightly Conservative
210,1. White,0. Not Religious,9,5. Graduate Degree,4. 30-34,3. Slightly Liberal
211,1. White,1. Religious,19,5. Graduate Degree,5. 35-39,5. Slightly Conservative
212,1. White,0. Not Religious,8,4. Bachelor's,4. 30-34,4. Moderate
213,4. Other,1. Religious,20,4. Bachelor's,5. 35-39,
214,4. Other,1. Religious,15,1. Less than H.S,7. 45-49,
215,2. Black,1. Religious,1,2. High School,9. 55-59,
216,1. White,0. Not Religious,1,2. High School,2. 21-24,
217,1. White,1. Religious,17,3. Some College,8. 50-54,4. Moderate
218,1. White,1. Religious,26,5. Graduate Degree,4. 30-34,5. Slightly Conservative
219,1. White,1. Religious,22,5. Graduate Degree,12. 70-74,6. Conservative
220,1. White,0. Not Religious,17,3. Some College,6. 40-44,3. Slightly Liberal
221,1. White,1. Religious,9,2. High School,8. 50-54,4. Moderate
222,1. White,1. Religious,1,3. Some College,9. 55-59,3. Slightly Liberal
223,1. White,0. Not Religious,22,2. High School,9. 55-59,
224,1. White,1. Religious,23,5. Graduate Degree,6. 40-44,5. Slightly Conservative
225,1. White,0. Not Religious,,2. High School,8. 50-54,7. Extremely Conservative
226,1. White,1. Religious,22,3. Some College,8. 50-54,
227,4. Other,1. Religious,23,3. Some College,10. 60-64,2. Liberal
228,1. White,1. Religious,1,2. High School,13. 75+,5. Slightly Conservative
229,1. White,1. Religious,2,2. High School,9. 55-59,
230,1. White,0. Not Religious,25,4. Bachelor's,7. 45-49,2. Liberal
231,1. White,1. Religious,20,4. Bachelor's,6. 40-44,5. Slightly Conservative
232,1. White,1. Religious,25,3. Some College,,4. Moderate
233,1. White,0. Not Religious,21,1. Less than H.S,8. 50-54,
234,1. White,0. Not Religious,18,4. Bachelor's,6. 40-44,5. Slightly Conservative
235,1. White,0. Not Religious,27,4. Bachelor's,8. 50-54,
236,1. White,0. Not Religious,11,2. High School,7. 45-49,4. Moderate
237,1. White,0. Not Religious,5,2. High School,10. 60-64,1. Extremely Liberal
238,1. White,0. Not Religious,2,2. High School,10. 60-64,4. Moderate
239,1. White,0. Not Religious,26,5. Graduate Degree,7. 45-49,5. Slightly Conservative
240,4. Other,1. Religious,23,5. Graduate Degree,8. 50-54,5. Slightly Conservative
241,1. White,0. Not Religious,11,1. Less than H.S,7. 45-49,
242,1. White,1. Religious,19,4. Bachelor's,10. 60-64,6. Conservative
243,1. White,0. Not Religious,24,4. Bachelor's,10. 60-64,2. Liberal
244,2. Black,1. Religious,1,3. Some College,4. 30-34,4. Moderate
245,1. White,0. Not Religious,14,3. Some College,9. 55-59,
246,1. White,0. Not Religious,19,1. Less than H.S,9. 55-59,2. Liberal
247,1. White,0. Not Religious,18,1. Less than H.S,10. 60-64,2. Liberal
248,1. White,0. Not Religious,22,3. Some College,1. 17-20,3. Slightly Liberal
249,1. White,0. Not Religious,11,3. Some College,6. 40-44,4. Moderate
250,1. White,1. Religious,17,3. Some College,9. 55-59,5. Slightly Conservative
251,1. White,1. Religious,3,2. High School,5. 35-39,
252,1. White,1. Religious,1,2. High School,10. 60-64,
253,1. White,1. Religious,13,5. Graduate Degree,11. 65-69,4. Moderate
254,1. White,0. Not Religious,3,1. Less than H.S,8. 50-54,
255,1. White,1. Religious,14,3. Some College,6. 40-44,2. Liberal
256,1. White,1. Religious,16,3. Some College,7. 45-49,4. Moderate
257,1. White,1. Religious,19,4. Bachelor's,6. 40-44,6. Conservative
258,1. White,1. Religious,1,3. Some College,12. 70-74,4. Moderate
259,1. White,1. Religious,5,2. High School,13. 75+,5. Slightly Conservative
260,1. White,0. Not Religious,23,4. Bachelor's,13. 75+,2. Liberal
261,1. White,0. Not Religious,18,5. Graduate Degree,11. 65-69,2. Liberal
262,1. White,0. Not Religious,24,4. Bachelor's,13. 75+,2. Liberal
263,1. White,1. Religious,21,4. Bachelor's,10. 60-64,6. Conservative
264,1. White,0. Not Religious,2,4. Bachelor's,13. 75+,3. Slightly Liberal
265,3. Hispanic,0. Not Religious,4,3. Some College,2. 21-24,4. Moderate
266,1. White,1. Religious,17,3. Some College,7. 45-49,4. Moderate
267,1. White,1. Religious,11,4. Bachelor's,13. 75+,4. Moderate
268,1. White,1. Religious,15,1. Less than H.S,1. 17-20,3. Slightly Liberal
269,1. White,0. Not Religious,16,2. High School,6. 40-44,4. Moderate
270,3. Hispanic,0. Not Religious,5,3. Some College,2. 21-24,2. Liberal
271,1. White,1. Religious,17,2. High School,8. 50-54,5. Slightly Conservative
272,1. White,1. Religious,5,1. Less than H.S,9. 55-59,
273,1. White,0. Not Religious,6,4. Bachelor's,9. 55-59,2. Liberal
274,1. White,0. Not Religious,12,3. Some College,7. 45-49,4. Moderate
275,1. White,,23,5. Graduate Degree,11. 65-69,2. Liberal
276,4. Other,0. Not Religious,,3. Some College,12. 70-74,4. Moderate
277,1. White,1. Religious,15,3. Some College,4. 30-34,4. Moderate
278,1. White,1. Religious,11,4. Bachelor's,5. 35-39,5. Slightly Conservative
279,1. White,1. Religious,20,3. Some College,10. 60-64,4. Moderate
280,1. White,1. Religious,21,4. Bachelor's,10. 60-64,6. Conservative
281,1. White,1. Religious,6,1. Less than H.S,13. 75+,4. Moderate
282,1. White,1. Religious,19,2. High School,8. 50-54,4. Moderate
283,1. White,1. Religious,26,3. Some College,8. 50-54,4. Moderate
284,1. White,1. Religious,13,2. High School,7. 45-49,6. Conservative
285,1. White,0. Not Religious,19,2. High School,10. 60-64,
286,1. White,0. Not Religious,16,2. High School,9. 55-59,4. Moderate
287,1. White,1. Religious,1,3. Some College,8. 50-54,3. Slightly Liberal
288,1. White,1. Religious,25,3. Some College,8. 50-54,5. Slightly Conservative
289,1. White,0. Not Religious,17,5. Graduate Degree,10. 60-64,6. Conservative
290,1. White,0. Not Religious,17,2. High School,8. 50-54,3. Slightly Liberal
291,1. White,1. Religious,20,3. Some College,5. 35-39,6. Conservative
292,1. White,0. Not Religious,12,1. Less than H.S,6. 40-44,
293,1. White,0. Not Religious,3,1. Less than H.S,4. 30-34,
294,1. White,1. Religious,7,3. Some College,10. 60-64,4. Moderate
295,1. White,1. Religious,25,2. High School,6. 40-44,2. Liberal
296,2. Black,1. Religious,13,3. Some College,8. 50-54,4. Moderate
297,1. White,1. Religious,15,2. High School,10. 60-64,4. Moderate
298,4. Other,0. Not Religious,17,4. Bachelor's,8. 50-54,2. Liberal
299,4. Other,0. Not Religious,3,1. Less than H.S,11. 65-69,4. Moderate
300,1. White,1. Religious,17,3. Some College,8. 50-54,4. Moderate
301,3. Hispanic,0. Not Religious,7,3. Some College,4. 30-34,
302,3. Hispanic,1. Religious,1,1. Less than H.S,11. 65-69,
303,3. Hispanic,1. Religious,8,3. Some College,10. 60-64,6. Conservative
304,2. Black,1. Religious,8,3. Some College,8. 50-54,
305,3. Hispanic,1. Religious,13,2. High School,8. 50-54,
306,3. Hispanic,0. Not Religious,1,2. High School,1. 17-20,
307,3. Hispanic,1. Religious,11,2. High School,3. 25-29,5. Slightly Conservative
308,3. Hispanic,1. Religious,13,3. Some College,11. 65-69,6. Conservative
309,3. Hispanic,1. Religious,5,4. Bachelor's,2. 21-24,
310,3. Hispanic,1. Religious,21,2. High School,4. 30-34,5. Slightly Conservative
311,1. White,1. Religious,15,2. High School,8. 50-54,5. Slightly Conservative
312,2. Black,1. Religious,13,3. Some College,2. 21-24,7. Extremely Conservative
313,2. Black,1. Religious,1,4. Bachelor's,4. 30-34,4. Moderate
314,1. White,1. Religious,3,3. Some College,9. 55-59,
315,1. White,1. Religious,10,4. Bachelor's,12. 70-74,5. Slightly Conservative
316,1. White,0. Not Religious,,5. Graduate Degree,13. 75+,2. Liberal
317,4. Other,1. Religious,17,4. Bachelor's,10. 60-64,4. Moderate
318,3. Hispanic,1. Religious,7,1. Less than H.S,10. 60-64,3. Slightly Liberal
319,4. Other,1. Religious,2,3. Some College,6. 40-44,4. Moderate
320,1. White,1. Religious,23,3. Some College,7. 45-49,5. Slightly Conservative
321,1. White,1. Religious,3,3. Some College,6. 40-44,3. Slightly Liberal
322,1. White,1. Religious,13,1. Less than H.S,11. 65-69,
323,2. Black,1. Religious,3,2. High School,6. 40-44,5. Slightly Conservative
324,1. White,0. Not Religious,12,1. Less than H.S,7. 45-49,2. Liberal
325,1. White,0. Not Religious,17,3. Some College,6. 40-44,4. Moderate
326,1. White,0. Not Religious,1,2. High School,10. 60-64,5. Slightly Conservative
327,4. Other,1. Religious,2,1. Less than H.S,9. 55-59,
328,1. White,1. Religious,9,4. Bachelor's,13. 75+,4. Moderate
329,1. White,1. Religious,16,3. Some College,10. 60-64,7. Extremely Conservative
330,4. Other,0. Not Religious,2,4. Bachelor's,2. 21-24,5. Slightly Conservative
331,2. Black,1. Religious,5,2. High School,1. 17-20,
332,1. White,0. Not Religious,23,5. Graduate Degree,4. 30-34,2. Liberal
333,1. White,0. Not Religious,26,4. Bachelor's,6. 40-44,3. Slightly Liberal
334,1. White,1. Religious,3,4. Bachelor's,2. 21-24,2. Liberal
335,1. White,0. Not Religious,22,5. Graduate Degree,11. 65-69,4. Moderate
336,1. White,1. Religious,13,4. Bachelor's,3. 25-29,4. Moderate
337,1. White,1. Religious,17,5. Graduate Degree,9. 55-59,1. Extremely Liberal
338,4. Other,1. Religious,25,5. Graduate Degree,9. 55-59,4. Moderate
339,1. White,0. Not Religious,25,5. Graduate Degree,8. 50-54,2. Liberal
340,1. White,1. Religious,28,5. Graduate Degree,4. 30-34,3. Slightly Liberal
341,1. White,1. Religious,20,2. High School,11. 65-69,5. Slightly Conservative
342,1. White,1. Religious,20,2. High School,8. 50-54,
343,1. White,0. Not Religious,17,3. Some College,11. 65-69,6. Conservative
344,1. White,1. Religious,19,2. High School,9. 55-59,2. Liberal
345,1. White,1. Religious,15,3. Some College,8. 50-54,4. Moderate
346,1. White,1. Religious,12,3. Some College,5. 35-39,
347,1. White,1. Religious,17,5. Graduate Degree,11. 65-69,5. Slightly Conservative
348,1. White,0. Not Religious,11,,9. 55-59,5. Slightly Conservative
349,2. Black,1. Religious,10,4. Bachelor's,9. 55-59,
350,1. White,0. Not Religious,,2. High School,6. 40-44,
351,1. White,0. Not Religious,12,2. High School,5. 35-39,3. Slightly Liberal
352,2. Black,1. Religious,5,2. High School,6. 40-44,3. Slightly Liberal
353,1. White,1. Religious,1,2. High School,8. 50-54,3. Slightly Liberal
354,1. White,0. Not Religious,5,1. Less than H.S,2. 21-24,
355,1. White,1. Religious,8,3. Some College,6. 40-44,7. Extremely Conservative
356,4. Other,1. Religious,14,2. High School,5. 35-39,4. Moderate
357,2. Black,1. Religious,1,1. Less than H.S,8. 50-54,4. Moderate
358,1. White,1. Religious,13,3. Some College,5. 35-39,4. Moderate
359,2. Black,1. Religious,2,2. High School,9. 55-59,
360,2. Black,1. Religious,3,1. Less than H.S,9. 55-59,
361,2. Black,1. Religious,2,1. Less than H.S,12. 70-74,4. Moderate
362,2. Black,1. Religious,1,3. Some College,7. 45-49,
363,2. Black,1. Religious,5,3. Some College,11. 65-69,4. Moderate
364,2. Black,1. Religious,12,4. Bachelor's,6. 40-44,4. Moderate
365,1. White,1. Religious,1,4. Bachelor's,6. 40-44,5. Slightly Conservative
366,1. White,0. Not Religious,2,2. High School,13. 75+,
367,1. White,1. Religious,15,2. High School,9. 55-59,4. Moderate
368,1. White,1. Religious,12,2. High School,3. 25-29,
369,1. White,1. Religious,2,1. Less than H.S,12. 70-74,
370,1. White,1. Religious,10,1. Less than H.S,11. 65-69,3. Slightly Liberal
371,1. White,1. Religious,14,4. Bachelor's,13. 75+,6. Conservative
372,1. White,1. Religious,16,2. High School,6. 40-44,5. Slightly Conservative
373,1. White,1. Religious,9,2. High School,2. 21-24,6. Conservative
374,1. White,1. Religious,20,2. High School,5. 35-39,6. Conservative
375,1. White,1. Religious,21,3. Some College,8. 50-54,7. Extremely Conservative
376,1. White,0. Not Religious,27,5. Graduate Degree,8. 50-54,4. Moderate
377,4. Other,0. Not Religious,19,5. Graduate Degree,6. 40-44,5. Slightly Conservative
378,1. White,1. Religious,24,5. Graduate Degree,11. 65-69,3. Slightly Liberal
379,4. Other,0. Not Religious,24,5. Graduate Degree,7. 45-49,2. Liberal
380,1. White,0. Not Religious,15,4. Bachelor's,10. 60-64,2. Liberal
381,1. White,1. Religious,26,5. Graduate Degree,9. 55-59,3. Slightly Liberal
382,1. White,0. Not Religious,21,5. Graduate Degree,6. 40-44,2. Liberal
383,1. White,1. Religious,11,2. High School,12. 70-74,
384,1. White,1. Religious,25,3. Some College,7. 45-49,6. Conservative
385,3. Hispanic,1. Religious,1,2. High School,1. 17-20,
386,1. White,0. Not Religious,17,3. Some College,6. 40-44,4. Moderate
387,1. White,0. Not Religious,13,3. Some College,8. 50-54,6. Conservative
388,1. White,0. Not Religious,9,5. Graduate Degree,12. 70-74,1. Extremely Liberal
389,1. White,1. Religious,,3. Some College,13. 75+,6. Conservative
390,1. White,1. Religious,8,4. Bachelor's,13. 75+,6. Conservative
391,1. White,0. Not Religious,20,3. Some College,6. 40-44,6. Conservative
392,1. White,1. Religious,9,2. High School,12. 70-74,7. Extremely Conservative
