71, 3, 1, 5, 3, 4, 4
72, 3, 1, 9, 2, 7, 4
73, 1, 2,-9, 3, 2, 4
74, 3, 2,19, 1,12,-2
75, 1, 1,21, 3, 6, 5
76, 3, 2,23, 5,-2, 4
77, 1, 1,21, 3, 8, 5
78, 1, 1,11, 2, 3,-2
79, 1, 1,23, 2, 6,-2
80, 1,-9,25, 2, 1, 3
81, 3, 2,26, 4, 9, 2
82, 1, 1,19, 2, 8,-2
83, 1, 1,16, 5,10, 2
84, 4, 2,23, 2,-2, 4
85, 1,-8,-9, 4,-2, 2
86, 1,-9,-9, 4,-2, 3
87, 2, 1, 1, 2, 2,-2
88, 1, 1,11, 3, 3, 6
89, 4, 2, 7, 3, 3, 5
90, 4, 2, 7, 2, 9, 4
91, 1, 1,26, 2, 9, 7
92, 1, 1,15, 3,13, 6
93, 1, 1,14, 1, 8,-2
94, 1, 1,12, 1, 4, 5
95, 2, 2,20, 3, 3, 5
96, 2, 1,25, 3, 7,-2
97, 1, 1, 7, 2, 7, 4
98, 1, 1,26, 4, 6,-2
99, 4, 1,10, 3, 8,-2
100, 1, 1,17, 2,12, 4
101, 1, 1,19, 2, 6, 4
102, 1, 1,13, 4, 8, 6
103, 1, 1,13, 3, 5, 5
104, 1, 1, 1, 2, 3,-2
105, 1, 1,19, 2,10, 7
106, 1, 1, 7, 3, 9, 2
107, 2, 1,13, 3, 4,-2
108, 2, 1,17, 4, 7, 4
109, 2, 1, 9, 3, 4,-2
110, 2, 2, 1, 1, 4,-2
111, 2, 1,12, 3, 6,-2
112, 2,-8, 2, 2,12,-2
113, 2, 1,14, 4, 4, 3
114, 3, 1, 9, 5,12, 6
115, 1, 1,23, 4, 4, 3
116, 2, 1, 4, 1,12,-2
117, 1, 1, 3, 2,11, 4
118, 1, 2,15, 2, 8, 7
119, 1, 2, 7,-2, 3,-2
120, 1, 1, 9, 5,11, 6
121, 1, 1,17, 3,13,-2
122, 1, 2,11, 4,13,-2
123, 3, 1, 3, 1,12, 2
124, 1, 1,15, 2,10, 2
125, 1, 2, 7, 2,12, 7
126, 1, 2,12, 4,13,-2
127, 1, 1, 3, 3, 8, 5
128, 4, 2,12, 2, 8, 4
129, 3, 1,11, 2, 2,-2
130, 1, 2,11, 3, 4, 3
131, 1, 1,20, 5,13, 2
132, 1, 1,17, 3, 6, 3
133, 3, 1,18, 4, 7, 3
134, 4, 1,14, 3, 1, 4
135, 1, 1,-9, 4, 6, 4
136, 1, 1,11, 3, 5,-2
137, 1, 1, 9, 2,13, 7
138, 2, 1, 5, 1, 3,-2
139, 2, 1,12, 3, 6, 2
140, 4, 1,25, 3, 6, 5
141, 1, 2,22, 2, 4, 4
142, 1, 1,22, 4, 9, 4
143, 1, 1,14, 2, 5, 5
144, 1, 1,15, 4, 5, 4
145, 1, 1,16, 3, 6, 3
146, 2, 1,18, 4, 9, 5
147, 3, 1,22, 3, 8,-2
148, 2, 1,10, 3, 3, 2
149, 4, 1,14, 3, 4, 4
150, 2, 1, 6, 4, 5, 2
151, 3, 1,15, 1, 7, 4
152, 1, 1,14, 3, 4, 4
153, 1, 1,13, 4, 4, 6
154, 1, 1, 1, 1, 9, 4
155, 1, 2, 3, 2,10, 5
156, 1, 1, 1, 1,10, 6
157, 1, 1, 7, 3, 8, 1
158, 1, 1,-9, 1, 3,-2
159, 1, 2,19, 3,12, 4
160, 1, 1,11, 1, 6, 4
161, 1, 2,21, 2, 4,-2
162, 1, 1,-9, 2,12, 4
163, 1, 1,-9, 4, 3, 4
164, 3, 1, 3, 1, 7, 6
165, 1, 1,20, 3, 4, 4
166, 1, 1,12, 4,11, 6
167, 4, 1, 3, 2, 2,-2
168, 1, 2,26, 4, 5, 3
169, 1, 2,25, 2, 6, 2
170, 4, 2,11, 1, 1,-2
171, 1, 1,11, 4,13, 6
172, 1, 2,28, 4,-2, 4
173, 1, 1,12, 4,12, 6
174, 1, 1,28, 5, 9, 5
175, 1, 1,27, 3, 9, 5
176, 1, 2,23, 3,10,-2
177, 1, 2,25, 3, 2, 2
178, 1, 1,12, 2, 1, 3
179, 1, 1,20, 4, 8, 4
180, 1, 1,11, 4,13, 3
181, 1, 2,26, 4, 9, 6
182, 4, 1,12, 2, 1,-2
183, 1, 1,22, 2, 6, 4
184, 1, 2,23, 3, 8, 6
185, 1, 2,23, 2, 8,-2
186, 1, 1, 1, 4, 9, 2
187, 1, 1,16, 2,11,-2
188, 1, 2,22, 4, 8, 6
189, 1, 2,27, 2, 6,-2
190, 1, 2, 9, 2,10, 3
191, 1, 1,21, 3, 7, 4
192, 1, 1,13, 4, 4, 4
193, 1, 1,17, 3, 4,-2
194, 1, 1,10, 2, 9,-2
195, 1, 2,21, 3, 5,-2
196, 3, 1, 4, 1, 3,-2
197, 1, 2, 2, 3, 2,-2
198, 2, 1,15, 3, 5,-2
199, 1, 2,19, 5, 8,-2
200, 1, 2, 3, 4, 2, 5
201, 1, 1,19, 5, 4, 5
202, 3, 1, 1, 3, 8, 1
203, 2, 1, 1, 1, 2,-2
204, 1, 1, 4, 3, 2,-2
205, 1, 1, 1, 2, 6,-2
206, 1, 2, 3, 3, 2, 1
207, 1, 2, 1, 4, 3, 4
208, 1, 2, 1, 3, 2, 3
209, 1, 1, 7, 5, 3, 5
210, 1, 2, 9, 5, 4, 3
211, 1, 1,19, 5, 5, 5
212, 1, 2, 8, 4, 4, 4
213, 4, 1,20, 4, 5,-2
214, 4, 1,15, 1, 7,-2
215, 2, 1, 1, 2, 9,-2
216, 1, 2, 1, 2, 2,-2
217, 1, 1,17, 3, 8, 4
218, 1, 1,26, 5, 4, 5
219, 1, 1,22, 5,12, 6
220, 1, 2,17, 3, 6, 3
221, 1, 1, 9, 2, 8, 4
222, 1, 1, 1, 3, 9, 3
223, 1, 2,22, 2, 9,-2
224, 1, 1,23, 5, 6, 5
225, 1, 2,-9, 2, 8, 7
226, 1, 1,22, 3, 8,-2
227, 4, 1,23, 3,10, 2
228, 1, 1, 1, 2,13, 5
229, 1, 1, 2, 2, 9,-2
230, 1, 2,25, 4, 7, 2
231, 1, 1,20, 4, 6, 5
232, 1, 1,25, 3,-2, 4
233, 1, 2,21, 1, 8,-2
234, 1, 2,18, 4, 6, 5
235, 1, 2,27, 4, 8,-2
236, 1, 2,11, 2, 7, 4
237, 1, 2, 5, 2,10, 1
238, 1, 2, 2, 2,10, 4
239, 1, 2,26, 5, 7, 5
240, 4, 1,23, 5, 8, 5
241, 1, 2,11, 1, 7,-2
242, 1, 1,19, 4,10, 6
243, 1, 2,24, 4,10, 2
244, 2, 1, 1, 3, 4, 4
245, 1, 2,14, 3, 9,-2
246, 1, 2,19, 1, 9, 2
247, 1, 2,18, 1,10, 2
248, 1, 2,22, 3, 1, 3
249, 1, 2,11, 3, 6, 4
250, 1, 1,17, 3, 9, 5
251, 1, 1, 3, 2, 5,-2
252, 1, 1, 1, 2,10,-2
253, 1, 1,13, 5,11, 4
254, 1, 2, 3, 1, 8,-2
255, 1, 1,14, 3, 6, 2
256, 1, 1,16, 3, 7, 4
257, 1, 1,19, 4, 6, 6
258, 1, 1, 1, 3,12, 4
259, 1, 1, 5, 2,13, 5
260, 1, 2,23, 4,13, 2
261, 1, 2,18, 5,11, 2
262, 1, 2,24, 4,13, 2
263, 1, 1,21, 4,10, 6
264, 1, 2, 2, 4,13, 3
265, 3, 2, 4, 3, 2, 4
266, 1, 1,17, 3, 7, 4
267, 1, 1,11, 4,13, 4
268, 1, 1,15, 1, 1, 3
269, 1, 2,16, 2, 6, 4
270, 3, 2, 5, 3, 2, 2
271, 1, 1,17, 2, 8, 5
272, 1, 1, 5, 1, 9,-2
273, 1, 2, 6, 4, 9, 2
274, 1, 2,12, 3, 7, 4
275, 1,-9,23, 5,11, 2
276, 4, 2,-9, 3,12, 4
277, 1, 1,15, 3, 4, 4
278, 1, 1,11, 4, 5, 5
279, 1, 1,20, 3,10, 4
280, 1, 1,21, 4,10, 6
281, 1, 1, 6, 1,13, 4
282, 1, 1,19, 2, 8, 4
283, 1, 1,26, 3, 8, 4
284, 1, 1,13, 2, 7, 6
285, 1, 2,19, 2,10,-2
286, 1, 2,16, 2, 9, 4
287, 1, 1, 1, 3, 8, 3
288, 1, 1,25, 3, 8, 5
289, 1, 2,17, 5,10, 6
290, 1, 2,17, 2, 8, 3
291, 1, 1,20, 3, 5, 6
292, 1, 2,12, 1, 6,-2
293, 1, 2, 3, 1, 4,-2
294, 1, 1, 7, 3,10, 4
295, 1, 1,25, 2, 6, 2
296, 2, 1,13, 3, 8, 4
297, 1, 1,15, 2,10, 4
298, 4, 2,17, 4, 8, 2
299, 4, 2, 3, 1,11, 4
300, 1, 1,17, 3, 8, 4
301, 3, 2, 7, 3, 4,-2
302, 3, 1, 1, 1,11,-2
303, 3, 1, 8, 3,10, 6
304, 2, 1, 8, 3, 8,-2
305, 3, 1,13, 2, 8,-2
306, 3, 2, 1, 2, 1,-2
307, 3, 1,11, 2, 3, 5
308, 3, 1,13, 3,11, 6
309, 3, 1, 5, 4, 2,-2
310, 3, 1,21, 2, 4, 5
311, 1, 1,15, 2, 8, 5
312, 2, 1,13, 3, 2, 7
313, 2, 1, 1, 4, 4, 4
314, 1, 1, 3, 3, 9,-2
315, 1, 1,10, 4,12, 5
316, 1, 2,-9, 5,13, 2
317, 4, 1,17, 4,10, 4
318, 3, 1, 7, 1,10, 3
319, 4, 1, 2, 3, 6, 4
320, 1, 1,23, 3, 7, 5
321, 1, 1, 3, 3, 6, 3
322, 1, 1,13, 1,11,-8
323, 2, 1, 3, 2, 6, 5
324, 1, 2,12, 1, 7, 2
325, 1, 2,17, 3, 6, 4
326, 1, 2, 1, 2,10, 5
327, 4, 1, 2, 1, 9,-2
328, 1, 1, 9, 4,13, 4
329, 1, 1,16, 3,10, 7
330, 4, 2, 2, 4, 2, 5
331, 2, 1, 5, 2, 1,-2
332, 1, 2,23, 5, 4, 2
333, 1, 2,26, 4, 6, 3
334, 1, 1, 3, 4, 2, 2
335, 1, 2,22, 5,11, 4
336, 1, 1,13, 4, 3, 4
337, 1, 1,17, 5, 9, 1
338, 4, 1,25, 5, 9, 4
339, 1, 2,25, 5, 8, 2
340, 1, 1,28, 5, 4, 3
341, 1, 1,20, 2,11, 5
342, 1, 1,20, 2, 8,-2
343, 1, 2,17, 3,11, 6
344, 1, 1,19, 2, 9, 2
345, 1, 1,15, 3, 8, 4
346, 1, 1,12, 3, 5,-2
347, 1, 1,17, 5,11, 5
348, 1, 2,11,-2, 9, 5
349, 2, 1,10, 4, 9,-2
350, 1, 2,-9, 2, 6,-2
351, 1, 2,12, 2, 5, 3
352, 2, 1, 5, 2, 6, 3
353, 1, 1, 1, 2, 8, 3
354, 1, 2, 5, 1, 2,-2
355, 1, 1, 8, 3, 6, 7
356, 4, 1,14, 2, 5, 4
357, 2, 1, 1, 1, 8, 4
358, 1, 1,13, 3, 5, 4
359, 2, 1, 2, 2, 9,-2
360, 2, 1, 3, 1, 9,-2
361, 2, 1, 2, 1,12, 4
362, 2, 1, 1, 3, 7,-2
363, 2, 1, 5, 3,11, 4
364, 2, 1,12, 4, 6, 4
365, 1, 1, 1, 4, 6, 5
366, 1, 2, 2, 2,13,-9
367, 1, 1,15, 2, 9, 4
368, 1, 1,12, 2, 3,-2
369, 1, 1, 2, 1,12,-8
370, 1, 1,10, 1,11, 3
371, 1, 1,14, 4,13, 6
372, 1, 1,16, 2, 6, 5
373, 1, 1, 9, 2, 2, 6
374, 1, 1,20, 2, 5, 6
375, 1, 1,21, 3, 8, 7
376, 1, 2,27, 5, 8, 4
377, 4, 2,19, 5, 6, 5
378, 1, 1,24, 5,11, 3
379, 4, 2,24, 5, 7, 2
380, 1, 2,15, 4,10, 2
381, 1, 1,26, 5, 9, 3
382, 1, 2,21, 5, 6, 2
383, 1, 1,11, 2,12,-2
384, 1, 1,25, 3, 7, 6
385, 3, 1, 1, 2, 1,-2
386, 1, 2,17, 3, 6, 4
387, 1, 2,13, 3, 8, 6
388, 1, 2, 9, 5,12, 1
389, 1, 1,-9, 3,13, 6
390, 1, 1, 8, 4,13, 6
391, 1, 2,20, 3, 6, 6
392, 1, 1, 9, 2,12, 7
393, 1, 1,24, 5, 3, 6
394, 1, 1, 7, 1,10, 5
395, 1, 1,16, 2,10, 5
396, 1, 1, 3, 1,12,-2
397, 1, 1, 3, 1, 9, 2
398, 1, 1, 2, 1,12, 3
399, 1, 2, 7, 2, 3,-2
400, 3, 2, 8, 2, 6, 1
401, 1, 2, 3, 3,11, 1
402, 1, 1, 7, 3, 2, 4
403, 1, 2, 8, 4, 3, 3
404, 1, 1,21, 2,11, 4
405, 1, 1, 7, 2,10, 5
406, 1, 2,27, 5,10, 2
407, 1, 2,21, 3, 5, 4
408, 1, 2, 9, 2,13, 6
409, 1, 1,23, 2, 5,-2
410, 3, 2,-9, 4, 3, 2
411, 1, 1,11, 2, 8,-2
412, 1, 1,-9, 3, 9, 5
413, 1, 2,19, 3, 9, 4
414, 2, 1, 1, 2, 3, 4
415, 1, 1,11, 2, 8, 5
416, 1, 1,15, 2,10, 5
417, 1, 1,12, 3,10,-2
418, 2, 1, 5, 2, 5,-2
419, 4, 1, 5, 1, 5,-2
420, 1, 2, 3, 2, 9, 3
421, 1, 1,11, 1, 4,-2
422, 2, 2, 2, 2, 5,-2
423, 1, 2, 1, 2, 2,-2
424, 1, 1, 2, 2,11, 2
425, 1, 1,-9, 5,13, 5
426, 1, 1, 3, 2, 9,-2
427, 1, 1,-9, 2,12, 4
428, 1, 1, 3, 1,12, 4
429, 4, 1, 2, 2, 9,-2
430, 1, 1, 1, 2, 1, 4
431, 4, 1, 7, 2, 3, 4
432, 1, 1, 4, 1,12, 6
433, 1, 1, 2, 1,13,-8
434, 1, 1,21, 3, 9, 4
435, 1, 1,21, 4, 6, 4
436, 1, 1, 3, 1, 5,-2
437, 1, 1,15, 3, 2, 2
438, 1, 1,21, 3,10, 4
439, 3, 1,21, 1, 3, 4
440, 1, 1, 7, 1,11, 6
441, 3, 1,22, 4, 5, 2
442, 3, 1,11, 3, 2, 7
443, 3, 1, 1, 2,10,-2
444, 1, 1,23, 3,10,-2
445, 1, 1,27, 3, 7, 4
446, 1, 1,13, 3, 2, 4
447, 1, 2,22, 4, 3,-2
448, 1, 2, 2, 3, 5, 4
449, 1, 1,20, 3, 8, 6
450, 1, 2,15, 4, 8, 6
451, 1, 2,26, 3, 2,-2
452, 1, 1,18, 4, 9, 2
453, 1, 1,11, 3, 4, 3
454, 1, 1,13, 3,13, 6
455, 1, 1,17, 2,10, 4
456, 3, 1, 6, 3, 4, 4
457, 1, 1,-9, 3, 2, 4
458, 1, 2,13, 3,-2, 4
459, 1, 1,23, 3, 9, 7
460, 1, 1, 7, 2, 8, 4
461, 1, 1,19, 4, 3, 5
462, 1, 1, 2, 4, 2, 7
463, 1, 1,-9, 3,11, 6
464, 1, 2, 1, 4, 8,-2
465, 1, 2,11, 4, 3, 2
466, 1, 1,25, 5, 6, 6
467, 1, 2, 7, 2, 2,-2
468, 1, 1,11, 4, 9, 2
469, 1, 2, 2, 3, 2, 2
470, 1, 2,21, 4, 7, 4
471, 1, 1,-9, 2, 3,-2
472, 3, 1, 9, 2, 3, 4
473, 1, 1, 8, 3,11, 6
474, 1, 2,13,-2,11, 6
475, 1, 1,18, 2, 9, 4
476, 1, 1, 8, 2, 8, 3
477, 1, 2, 5, 2, 4,-8
478, 1, 2,13, 3, 4,-2
479, 1, 1, 8, 3, 3,-2
480, 1, 1,11, 3, 9, 4
481, 1, 1,21, 3, 8, 4
482, 1, 1,12, 3, 7, 4
483, 4, 1, 5, 3, 2,-2
484, 1, 1,-9, 2,-2, 4
485, 3, 1,11, 3, 2, 4
486, 4, 2,14, 3, 6, 4
487, 1, 2, 8, 1, 4, 2
488, 1, 2,11, 3, 6,-2
489, 1, 1, 1, 3, 5, 2
490, 1, 1, 2, 1, 9,-2
491, 1, 2,17, 2, 3, 4
492, 3, 2, 1, 1, 6, 6
493, 3, 1,14, 3, 1, 4
494, 1, 2,-9, 4, 5, 4
495, 2, 1, 2, 3,10, 5
496, 2, 1, 3, 1, 9, 5
497, 2, 1, 2, 2, 9,-2
498, 2, 1, 3, 3, 4,-2
499, 2, 1, 6, 1, 8, 7
500, 2, 1, 5, 1, 8,-2
501, 2, 1, 1, 3, 8,-2
502, 4, 2,24, 3, 6, 7
503, 3, 1,-9, 1, 2,-2
504, 3, 2,14, 4, 4, 1
505, 3, 2,11, 2, 1, 4
506, 3, 1, 3, 2, 1, 6
507, 3, 2,11, 2, 5,-2
508, 3, 2,11, 3, 1,-2
509, 3, 1,10, 2, 8, 1
510, 3, 1,10, 4,13, 6
511, 3, 1,17, 3, 6, 2
512, 3, 1,11, 2, 5, 6
513, 3, 1,14, 5, 5, 2
514, 3, 1, 2, 1,12,-2
515, 3, 1, 1, 2, 4,-2
516, 3, 1,18, 3, 6, 3
517, 3, 1,16, 2, 5, 2
518, 3, 1, 3, 1,12,-2
519, 3, 2,11, 3, 3, 3
520, 3, 1,22, 3,-2,-2
521, 3, 1, 8, 3, 7, 4
522, 3, 1, 3, 3, 8, 5
523, 3, 1,26, 3, 5, 4
524, 3, 1,18, 3, 7, 6
525, 3, 1, 1, 2, 9, 6
526, 3, 2,24, 3, 3, 2
527, 3, 1,-8, 2, 8, 5
528, 3, 1, 6, 2, 4, 4
529, 3, 2,20, 1, 6, 4
530,-9, 1,12, 2, 2, 5
531, 3, 1, 9, 1, 9,-2
532, 3, 2, 9, 3, 2, 4
533, 3, 2,13, 2, 1,-2
534, 3, 1,22, 4, 3, 5
535, 3, 2,18, 4,-2, 6
536, 3, 1,15, 3, 3,-2
537, 3, 1,23, 2,10, 4
538, 3, 2,21, 4, 3,-2
539, 3, 1,23, 3, 4, 5
540, 3, 1,13, 1, 8, 4
541, 3, 2,25, 4, 6,-2
542, 3, 1,26, 2, 5,-2
543, 1, 1, 1, 2,11, 4
544, 3, 1,18, 2, 4,-2
545, 3, 1,21, 3, 5,-2
546, 3, 2, 4, 1, 1,-2
547, 3, 1,-8, 2, 2,-2
548, 3, 1, 3, 2, 4,-2
549, 2, 1, 2, 2, 2, 6
550, 2, 1,12, 1,12,-2
551, 2, 1,23, 4, 4, 3
552, 2, 1,11, 5, 6,-2
553, 2, 1,18, 4, 4,-2
554, 4, 1,14, 5, 5, 3
555, 2, 1,12, 2, 8,-2
556, 2, 1, 7, 3, 4, 4
557, 2, 1, 7, 4, 4,-2
558, 2, 1, 1, 3, 2, 5
559, 2, 1, 1, 2, 1,-2
560, 2, 1, 2, 2, 9, 7
561, 2, 1,13, 4, 9,-2
562, 2, 2,15, 1, 6,-2
563, 2, 1,18, 5, 4, 4
564, 2, 1,16, 4, 7, 6
565, 2, 1,13, 2, 1, 4
566, 2, 1,23, 2, 8,-2
567, 2, 1,22, 5, 4, 4
568, 2, 1,20, 3, 6, 4
569, 2, 1,18, 3, 7,-2
570, 2, 1,12, 4, 4,-2
571, 2, 2,15, 2, 7,-2
572, 2, 1,12, 3,10, 2
573, 2, 1, 8, 2, 7, 4
574, 2, 1,13, 3, 5,-2
575, 2, 1,13, 3, 3, 6
576, 2, 1,22, 5, 4, 4
577, 2, 1,11, 3, 6, 6
578, 4, 1,-9, 1, 7, 3
579, 2, 2,22, 3, 3, 5
580, 2, 1,-9, 3, 6,-2
581, 2, 1, 6, 2, 4,-2
582, 2, 1, 1, 1, 8,-2
583, 2, 1, 7, 2, 5, 4
584, 2, 1,11, 3, 5,-2
585, 2, 1, 2, 1,13,-2
586, 2, 1,19, 2,10, 6
587, 2, 1,19, 2, 1, 4
588, 2, 1, 3, 2,11,-2
589, 2, 2,14, 1,10,-2
590, 4, 2,13, 2, 4, 4
591, 2, 1, 1, 3, 8,-2
592, 2, 2, 1, 2, 6, 2
593, 2, 1,14, 3,11,-2
594, 2, 1,15, 2,11, 4
595, 2, 1,13, 4, 5,-2
596,-9, 1,12, 4, 9, 5
597, 2, 1,11, 2, 6,-2
598, 2, 1, 9, 1, 6,-2
599, 2, 2,14, 2, 3,-2
600, 2, 1, 9, 3,11,-2
601, 2, 1, 9, 3, 3, 2
602, 2, 1,22, 4, 4,-2
603, 4, 1,28, 2,13, 4
604, 2, 2, 1, 3, 5,-2
605, 2, 1, 1, 2, 1, 5
606, 2, 1,19, 3, 9, 4
607, 2, 1, 7, 4,10, 5
608, 2, 1,14, 4, 4,-2
609, 2, 1,-9, 1, 9, 1
610, 2, 1,17, 3, 5, 6
611, 4, 1, 1, 3, 2,-2
612, 2, 1,13, 3, 3,-2
613, 2, 1,19, 3, 8, 5
614, 2, 1,-9, 2, 1,-2
615, 2, 2,21, 5, 5, 5
616, 2, 1, 1, 3, 2,-2
617, 2, 1, 2, 5, 3, 2
618, 4, 1, 5, 3, 5, 3
619, 2, 1, 2, 3, 9, 3
620, 2, 2, 1, 1, 2,-2
621, 2, 1, 6, 3, 3, 4
622, 3,-8,23, 2, 4, 2
623, 3, 2, 8, 2, 3, 3
624, 3, 1,13, 3, 4, 3
625, 3, 1,12, 2, 8,-2
626, 3, 1,11, 1, 8, 6
627, 3, 2, 9, 4, 4, 2
628, 3, 1, 1, 1,11,-2
629, 3, 1, 2, 1,11, 4
630, 3, 1, 1, 3, 5,-2
631, 3,-9,22, 3, 2,-2
632, 3, 2, 3, 2, 3,-2
633, 3, 2, 2, 1, 8, 3
634, 3, 2, 9, 2, 5, 3
635, 3, 2,15, 3, 3,-2
636, 3, 1,-8, 1,12,-2
637, 3, 1, 2, 2, 5, 4
638, 3,-8,13, 3, 4, 3
639, 3, 1,12, 2, 7, 4
640, 3, 1,27, 3,10,-2
641, 3, 1,-9, 2,-2, 6
642, 3, 1,22, 5,-2,-8
643, 3, 1,11, 3, 5, 4
644, 3, 2, 5, 3, 6, 4
645, 2, 1,14, 2,-2, 4
646, 2, 1,-9, 5, 8, 6
647, 2, 1, 1, 2, 4,-2
648, 2, 1, 9, 2, 7, 1
649, 2, 2, 7, 1,12, 5
650, 2, 2,-9, 3, 7, 3
651, 2, 1,13, 2,13,-2
652, 2, 1,19, 3,-2, 6
653, 2, 1, 9, 3, 6,-2
654, 2, 1, 5, 1,11,-2
655, 3, 1,18, 2, 2,-2
656, 3, 1,17, 2, 2,-2
657, 2, 1, 5, 3, 9, 1
658, 2, 2, 9, 3, 8, 4
659, 4, 1, 7, 2,13, 6
660, 2, 1, 3, 1, 7, 4
661, 2, 1,18, 3, 6, 2
662, 1, 1,16, 5, 9, 2
663, 3, 1,14, 2, 8, 4
664, 3, 1,24, 2, 5, 5
665, 3, 1,20, 2, 6,-2
666, 3, 1,12, 1, 6,-2
667, 3, 1,23, 3, 4, 3
668, 3, 2, 3, 1, 2,-2
669, 3, 2, 3, 2, 1, 4
670, 3, 1, 7, 1, 3, 3
671, 3, 1,10, 1,11, 3
672, 3, 1,19, 3, 8, 6
673, 3, 2,15, 2, 6,-2
674, 3, 1,17, 3, 3,-2
675, 3, 1, 8, 3, 2,-2
676, 4, 1,11, 3, 7, 6
677, 3, 1,12, 4, 3, 4
678, 3, 2,22, 3, 1,-2
679, 3, 1,12, 1, 1,-2
680, 3, 1, 1, 2, 1,-2
681, 1, 1,22, 2, 8,-2
682, 3, 1, 9, 1, 7, 6
683, 3, 1, 6, 2, 5, 2
684, 4,-8,11, 2, 8,-2
685, 3, 1,15, 2, 6, 6
686, 4, 1,13, 4,12, 6
687, 3, 2,14, 1, 3, 4
688, 3, 2, 7, 3, 4, 1
689, 3, 1,12, 2, 4, 3
690, 3, 1, 9, 3, 3, 3
691, 3, 1,12, 1, 7,-2
692, 3, 1, 7, 2, 4,-8
693, 3, 1,10, 1,11, 2
694, 3, 1, 2, 3, 5,-2
695, 3, 2,14, 2, 1, 2
696, 3, 1,10, 3, 7, 4
697, 3, 1,-9, 2, 6,-2
698, 3, 1,13, 2, 7, 3
699, 3, 1, 3, 1,11, 2
700, 3, 1,18, 1, 6,-2
701, 2, 1,12, 4, 4, 4
702, 2, 1, 6, 3,10,-9
703, 3, 1, 1, 1, 1,-2
704, 3, 1, 3, 3, 5, 4
705, 3, 1, 9, 3, 3,-2
706, 2, 1,11, 3, 2,-2
707, 3, 1, 7, 1, 3,-2
708, 3, 2,-9, 3, 4,-2
709, 3, 1, 9, 3, 3, 1
710, 3, 2, 5, 2,-2, 3
711, 3, 1,11, 1, 5, 4
712, 3, 1,12, 1, 7, 6
713, 1, 2,23, 4, 6, 2
714, 1, 1,-9, 3,11, 2
715, 1, 2, 6, 1, 7,-2
716, 1, 2,19, 4, 5, 3
717, 1, 1,28, 4,11, 3
718, 3, 1, 9, 3, 2, 3
719, 1, 2, 2, 4, 3, 2
720, 1, 1,19, 4,10, 5
721, 4, 1, 1, 3, 5, 4
722, 3, 1, 3, 2, 1, 3
723, 3, 1, 1, 2, 4, 4
724, 1, 1,21, 5, 5, 2
725, 3, 2,23, 2, 6, 2
726, 1, 1,28, 5,12, 5
727, 4, 1,28, 3, 6, 4
728, 1, 2,23, 3, 9, 6
729, 3, 2,21, 4, 4, 2
